compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,species,natoms,volume_cell
C1V1,aflow:8b5f884504829e1b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/201,225,cF8,"['C', 'V']",2,18.0465
C1V1,aflow:8d30a5363dd872da,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_619067,225,cF8,"['C', 'V']",2,18.3986
C1V1,aflow:8ded1b36d7a42da9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_619056,225,cF8,"['C', 'V']",2,18.41
C1V1,aflow:8dbc904f852bdf99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_619054,225,cF8,"['C', 'V']",2,18.3986
C1V1,aflow:8e76017762757622,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/ICSD_22263.AB,225,cF8,"['C', 'V']",2,18.0465
C2V2,aflow:93b627b29585bea4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/74,225,cF8,"['C', 'V']",4,36.0909
C2V2,aflow:b7d794d42f923521,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/20,225,cF8,"['C', 'V']",4,36.0858
C2V2,aflow:be6c8ef02e7ef704,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/197,225,cF8,"['C', 'V']",4,36.0853
C1V1,aflow:bf155aa5066ebc79,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_619049,225,cF8,"['C', 'V']",2,18.3986
C1V1,aflow:c022bd1db7c1886c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/720.AB,225,cF8,"['C', 'V']",2,18.0462
C1V1,aflow:c847914e3c1cfe89,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/720.BA,225,cF8,"['C', 'V']",2,18.0462
C1V1,aflow:d5de321c3408bbea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_619057,225,cF8,"['C', 'V']",2,18.3994
C2V2,aflow:db541650bb1cc506,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/119,225,cF8,"['C', 'V']",4,36.09
C1V1,aflow:ddddd47e0d1a9920,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/4,225,cF8,"['C', 'V']",2,18.046
C3V3,aflow:eaf58de4617a73aa,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/136,225,cF8,"['C', 'V']",6,54.1328
C2V2,aflow:eca3a44e871d431c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/14,225,cF8,"['C', 'V']",4,36.0893
C2V2,aflow:f6462c506056a403,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/196,225,cF8,"['C', 'V']",4,36.0845
C1V1,aflow:fa0898b2eb95db63,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_619079,225,cF8,"['C', 'V']",2,18.3958
C1V1,aflow:fd8c7e27777297d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_619065,225,cF8,"['C', 'V']",2,18.3986
C1W1,aflow:3ba33e48dfe4bc47,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/ICSD_162417.AB,225,cF8,"['C', 'W']",2,21.1583
C1W1,aflow:3f3f90aa4d09e98b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/201,225,cF8,"['C', 'W']",2,21.1583
C1W1,aflow:52a41a645fcadd87,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/720.BA,225,cF8,"['C', 'W']",2,21.1583
C8W8,aflow:533a769bbd0500b1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'W']",16,169.27
C1W1,aflow:6829fe1cf33a61ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1W1_ICSD_162417,225,cF8,"['C', 'W']",2,21.381
C1W1,aflow:7f50cbb35f81a8d2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1W1_ICSD_185980,225,cF8,"['C', 'W']",2,21.3803
C1W1,aflow:870b2f189ea048d2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1W1_ICSD_167896,225,cF8,"['C', 'W']",2,21.3742
C1W1,aflow:c69489fa75f20757,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/4,225,cF8,"['C', 'W']",2,21.1552
C1W1,aflow:d271a00fd1507c60,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/720.AB,225,cF8,"['C', 'W']",2,21.1583
C1Y1,aflow:10e56bff43e34aa4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Y1_ICSD_181049,225,cF8,"['C', 'Y']",2,33.0589
C1Y1,aflow:11d5b81bac418806,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/720.AB,225,cF8,"['C', 'Y']",2,33.0572
C1Y1,aflow:18f2996d8a7a43b1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/201,225,cF8,"['C', 'Y']",2,33.0572
C2Y2,aflow:1e6f94fea052598a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/71,225,cF8,"['C', 'Y']",4,66.1036
C1Y1,aflow:2f8e92a208357168,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/4,225,cF8,"['C', 'Y']",2,33.0637
C3Y3,aflow:316b947840d56d84,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/136,225,cF8,"['C', 'Y']",6,99.1611
C2Y2,aflow:3cd0b9c5fb8ce296,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/197,225,cF8,"['C', 'Y']",4,66.1138
C2Y2,aflow:41f5994207bb8719,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/447,225,cF8,"['C', 'Y']",4,66.0941
C1Y1,aflow:47013f976c7d433b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Y1_ICSD_183159,225,cF8,"['C', 'Y']",2,33.0384
C2Y2,aflow:5b197ac523249646,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/74,225,cF8,"['C', 'Y']",4,66.0992
C8Y8,aflow:87862b4655986107,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Y']",16,264.445
C1Y1,aflow:9e2da810bd4f6d2e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/720.BA,225,cF8,"['C', 'Y']",2,33.0571
C4Y4,aflow:b8bb8f2e6d537290,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/256,225,cF8,"['C', 'Y']",8,132.172
C2Y2,aflow:bb2aa24d77261e7c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/20,225,cF8,"['C', 'Y']",4,66.1066
C2Y2,aflow:bd72e5000f7c1a0c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/14,225,cF8,"['C', 'Y']",4,66.0865
C2Y2,aflow:c7e1c9d53295ffe6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/77,225,cF8,"['C', 'Y']",4,66.0861
C2Y2,aflow:ceae281786f7eddf,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/196,225,cF8,"['C', 'Y']",4,66.1111
C2Y2,aflow:dd5340aa947070cd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/448,225,cF8,"['C', 'Y']",4,66.0966
C4Y4,aflow:df32e24f6421a3aa,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/195,225,cF8,"['C', 'Y']",8,132.198
C2Y2,aflow:f0a653ec42f26286,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/119,225,cF8,"['C', 'Y']",4,66.0833
C2Zn2,aflow:0590fc8afc5703a2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/448,225,cF8,"['C', 'Zn']",4,42.5985
C1Zn1,aflow:17cb7abd40129e04,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/720.AB,225,cF8,"['C', 'Zn']",2,21.3177
C1Zn1,aflow:217a6e466b8990d7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/201,225,cF8,"['C', 'Zn']",2,21.3177
C2Zn2,aflow:577f82edb1c99635,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/447,225,cF8,"['C', 'Zn']",4,42.6054
C2Zn2,aflow:5a2a8b0c08d58021,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/14,225,cF8,"['C', 'Zn']",4,42.6434
C1Zn1,aflow:7849839d99bed0b5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/720.BA,225,cF8,"['C', 'Zn']",2,21.3174
C1Zn1,aflow:a365464a2a371255,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/4,225,cF8,"['C', 'Zn']",2,21.3229
C1Zr1,aflow:03eb1cb4fb561e6a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619174,225,cF8,"['C', 'Zr']",2,26.357
C1Zr1,aflow:0fcac9b5bc44e7f4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619170,225,cF8,"['C', 'Zr']",2,26.3651
C1Zr1,aflow:0f48656c8f1dcb62,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181092,225,cF8,"['C', 'Zr']",2,26.3499
C1Zr1,aflow:139a4974beb024ec,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/ICSD_22264.AB,225,cF8,"['C', 'Zr']",2,26.351
C1Zr1,aflow:133de7a2c68574c0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619154,225,cF8,"['C', 'Zr']",2,26.3549
C1Zr1,aflow:15da08280f56843c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619155,225,cF8,"['C', 'Zr']",2,26.3608
C1Zr1,aflow:18dba5d40dc304e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619166,225,cF8,"['C', 'Zr']",2,26.3651
C1Zr1,aflow:183cdd9f310af68b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619173,225,cF8,"['C', 'Zr']",2,26.354
C1Zr1,aflow:196e8a1e0249f742,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/720.AB,225,cF8,"['C', 'Zr']",2,26.3505
C1Zr1,aflow:1f976b430cdd9d6c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619175,225,cF8,"['C', 'Zr']",2,26.3627
C1Zr1,aflow:20c8d17e538fab88,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_26954,225,cF8,"['C', 'Zr']",2,26.3484
C1Zr1,aflow:2162b8124cd47c72,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619149,225,cF8,"['C', 'Zr']",2,26.3618
C1Zr1,aflow:2b168367b23eff8c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619172,225,cF8,"['C', 'Zr']",2,26.3568
C1Zr1,aflow:2d34e17f5c983d0d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/ICSD_658395.AB,225,cF8,"['C', 'Zr']",2,26.3505
C4Zr4,aflow:318ab546041231b8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/195,225,cF8,"['C', 'Zr']",8,105.471
C1Zr1,aflow:32a60e233e32d8b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_22264,225,cF8,"['C', 'Zr']",2,26.3581
C1Zr1,aflow:32da3360c9350611,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/ICSD_180599.AB,225,cF8,"['C', 'Zr']",2,26.351
C1Zr1,aflow:485023024cc08d40,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181094,225,cF8,"['C', 'Zr']",2,26.3525
C1Zr1,aflow:49d121a84439373c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619153,225,cF8,"['C', 'Zr']",2,26.3548
C1Zr1,aflow:4b7041afb516d49d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_600759,225,cF8,"['C', 'Zr']",2,26.3567
C1Zr1,aflow:4dc9cd1ca585b0ee,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619177,225,cF8,"['C', 'Zr']",2,26.3623
C1Zr1,aflow:4ee03671ffd2377d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_180599,225,cF8,"['C', 'Zr']",2,26.3573
C1Zr1,aflow:500449d8ef62b879,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619159,225,cF8,"['C', 'Zr']",2,26.3651
C1Zr1,aflow:50de673176fc4d75,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_44495,225,cF8,"['C', 'Zr']",2,26.3635
C2Zr2,aflow:57ff0c07a3703efc,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/196,225,cF8,"['C', 'Zr']",4,52.6963
C2Zr2,aflow:6665dfb5751c71f7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/447,225,cF8,"['C', 'Zr']",4,52.6843
C4Zr4,aflow:6a86662056223701,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/4,225,cF8,"['C', 'Zr']",8,105.413
C1Zr1,aflow:6c2ea7071b159697,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619162,225,cF8,"['C', 'Zr']",2,26.3546
C2Zr2,aflow:6f2f72c7f51c5134,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/20,225,cF8,"['C', 'Zr']",4,52.6805
C1Zr1,aflow:713d63f11897ee08,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619171,225,cF8,"['C', 'Zr']",2,26.3567
C1Zr1,aflow:76e9f97c3614e253,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/720.BA,225,cF8,"['C', 'Zr']",2,26.351
C1Zr1,aflow:7c26743ac2d30309,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619158,225,cF8,"['C', 'Zr']",2,26.3622
C1Zr1,aflow:7ca0fe0542dac41b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/ICSD_159874.AB,225,cF8,"['C', 'Zr']",2,26.351
C1Zr1,aflow:7dc8ce524d17e0a9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/201,225,cF8,"['C', 'Zr']",2,26.3505
C1Zr1,aflow:7fcdc61f5b25c0ae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619148,225,cF8,"['C', 'Zr']",2,26.3638
C1Zr1,aflow:958796bb962acec5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181093,225,cF8,"['C', 'Zr']",2,26.3551
C1Zr1,aflow:969c7b54042836b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619156,225,cF8,"['C', 'Zr']",2,26.3638
C1Zr1,aflow:9b3347c081b24034,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619163,225,cF8,"['C', 'Zr']",2,26.3489
C1Zr1,aflow:9b50ad20510e7cf6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619152,225,cF8,"['C', 'Zr']",2,26.3623
C2Zr2,aflow:a46ac1e8c6e16ef8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/71,225,cF8,"['C', 'Zr']",4,52.9012
C1Zr1,aflow:adaff3187a25ec87,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/ICSD_181094.AB,225,cF8,"['C', 'Zr']",2,26.3457
C1Zr1,aflow:b0cbd003f5b198c0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619150,225,cF8,"['C', 'Zr']",2,26.3608
C1Zr1,aflow:b197dbd0d14a2d09,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619169,225,cF8,"['C', 'Zr']",2,26.3567
C1Zr1,aflow:b25daffa5043bc2c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619157,225,cF8,"['C', 'Zr']",2,26.3567
C2Zr2,aflow:b334c65577be902c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/197,225,cF8,"['C', 'Zr']",4,52.6843
C1Zr1,aflow:b652e182b2677f30,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_159874,225,cF8,"['C', 'Zr']",2,26.3573
C1Zr1,aflow:bf9684dfac10bd96,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619178,225,cF8,"['C', 'Zr']",2,26.3567
C1Zr1,aflow:c1548f00c3b2c8cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_658333,225,cF8,"['C', 'Zr']",2,26.3564
C4Zr4,aflow:c1d98b81a61a0070,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/256,225,cF8,"['C', 'Zr']",8,105.469
C1Zr1,aflow:cf2bfe97c7eb6a5c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619160,225,cF8,"['C', 'Zr']",2,26.3568
C2Zr2,aflow:cf7e5bd2764f210c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/119,225,cF8,"['C', 'Zr']",4,52.6799
C1Zr1,aflow:d25e10e9355a2583,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_183161,225,cF8,"['C', 'Zr']",2,26.3503
C2Zr2,aflow:e07145e137ede25a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/77,225,cF8,"['C', 'Zr']",4,52.733
C3Zr3,aflow:e3eaf97941cd6d4e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/136,225,cF8,"['C', 'Zr']",6,79.078
C1Zr1,aflow:e6faac995f3e7356,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/ICSD_658333.AB,225,cF8,"['C', 'Zr']",2,26.3505
C2Zr2,aflow:ead912e5a1dcbe8a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/14,225,cF8,"['C', 'Zr']",4,52.7503
C1Zr1,aflow:eb512a6ba49ae3b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_44730,225,cF8,"['C', 'Zr']",2,26.3635
C8Zr8,aflow:ed13bcd87f99c01a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Zr']",16,210.793
C1Zr1,aflow:ef852882fb4823d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_658395,225,cF8,"['C', 'Zr']",2,26.357
C1Zr1,aflow:f0ed850811f6ae04,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619147,225,cF8,"['C', 'Zr']",2,26.3531
C1Zr1,aflow:f2964dfcf8a3da8a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619151,225,cF8,"['C', 'Zr']",2,26.3627
C1Zr1,aflow:f2476f0b8c1c6818,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181788,225,cF8,"['C', 'Zr']",2,26.3536
C2Zr2,aflow:f5fefe7d8e9c0aac,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/448,225,cF8,"['C', 'Zr']",4,52.6827
C1Zr1,aflow:f6e9f5bb1bc2d52a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181141,225,cF8,"['C', 'Zr']",2,26.3535
C1Zr1,aflow:fd9dcba419a72837,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619179,225,cF8,"['C', 'Zr']",2,26.3577
C2Zr2,aflow:fde18dc823cf2b4e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/74,225,cF8,"['C', 'Zr']",4,52.7751
