compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,species,spinD
C1Ta1,aflow:1fa5bb5d729eb84c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618835.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:20c624e111c9a9ca,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/4,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:20e821530f762f35,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618839,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:22bff7899889f374,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618833,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:2391172d7af0e248,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618831,225,cF8,"['C', 'Ta']","[0, 0]"
C3Ta3,aflow:2945df5489ef8baf,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/136,225,cF8,"['C', 'Ta']","[0, 0, 0, 0, 0, 0]"
C1Ta1,aflow:30b8bfe5c6e7f866,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_44497,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:33a8e5c522b7752e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_53974.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:38df8e97de7a57f3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_26956.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:40082cf918ce5b7d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_159879,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:4552a30e8e5a7e99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_159877,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:486508c449f686ce,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618820.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:4d7bc1aa003d0bf5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618828,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:51ba51b5f336d6ee,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_38239.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C2Ta2,aflow:5354cc0ad290ebc9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/119,225,cF8,"['C', 'Ta']","[0, 0, 0, 0]"
C1Ta1,aflow:53d63dba5b721b6a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618829,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:59370902f59973c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_159876,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:5a7db361d95c4b89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618836,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:5ec5d09d612077e7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_155163.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:6180206ef4d9c79f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618823.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:610c3651ef29f532,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618830,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:6103d0dbe0ca7fcd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_44497.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:665a13c2c6cf0629,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_43525.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:69a7de99086ffee2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618835,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:71fe29c801d60a9b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618818,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:7443527ec9d352fe,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618830.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:7b5348a6157d93ea,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618831.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:834020e563939161,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/720.BA,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:854da1ed42315d57,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618828.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:881507aee7292b90,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_38239,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:8c6d42961b45267a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_180601,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:915d3d478dc28c31,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_601144.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:918201aaf7b80b61,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618847,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:91751653e073f9b0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/201,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:9c445e42e645062e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_43525,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:a5ca975066fda1e3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_77406,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:aae8515c1b981633,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/720.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:ab12a4b4cd505ec1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_53974,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:ad7c066ed15fcdc2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_159875.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C2Ta2,aflow:b0e922735c83c72b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/197,225,cF8,"['C', 'Ta']","[0, 0, 0, 0]"
C1Ta1,aflow:b1aafe2ec261f03a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618836.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C2Ta2,aflow:bb892469ce386a0d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/74,225,cF8,"['C', 'Ta']","[0, 0, 0, 0]"
C1Ta1,aflow:c2e2176fd4eacf4c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618845,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:c5ee506123e7f983,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618848,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:c646489e799d9f15,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618832.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:ca3d7f5c4b4eb740,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618820,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:ca21dc29a0a89fd7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_26956,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:ceaa5f8a94b75c53,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618825.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:cfbdc4abb794e440,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618818.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:d2ab410fef99ea61,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_155163,225,cF8,"['C', 'Ta']","[0, 0]"
C8Ta8,aflow:d9d906b440b97660,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Ta']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
C1Ta1,aflow:dcc40abe6b0f86cf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618832,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:e121c232244616bd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618829.AB,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:e3d5a4d5bd41ef84,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_159875,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:e63c5666c27e9b1f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_159878,225,cF8,"['C', 'Ta']","[0, 0]"
C4Ta4,aflow:e8311f34901609fe,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/256,225,cF8,"['C', 'Ta']","[0, 0, 0, 0, 0, 0, 0, 0]"
C1Ta1,aflow:e8bc650401ecd1c7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618838,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:eca002149c7cf51c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618843,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:f299bb3f69aebfc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618823,225,cF8,"['C', 'Ta']","[0, 0]"
C2Ta2,aflow:f51a0b81c710ac46,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/20,225,cF8,"['C', 'Ta']","[0, 0, 0, 0]"
C1Ta1,aflow:f8194963d36097b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618837,225,cF8,"['C', 'Ta']","[0, 0]"
C1Ta1,aflow:f9bb14f141a9478e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618825,225,cF8,"['C', 'Ta']","[0, 0]"
C1Tc1,aflow:3faccddce4b6bc29,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Tc1_ICSD_183167,225,cF8,"['C', 'Tc']","[-0.114, 1.385]"
C1Tc1,aflow:5eacfd5dec85710f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTc_pv/201,225,cF8,"['C', 'Tc']","[0, 0]"
C1Tc1,aflow:9607d791266203cd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTc_pv/720.AB,225,cF8,"['C', 'Tc']","[0, 0]"
C1Tc1,aflow:be238f170a039d18,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTc_pv/720.BA,225,cF8,"['C', 'Tc']","[0, 0]"
C1Te1,aflow:2195db312fa04fd9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTe/4,225,cF8,"['C', 'Te']","[0, 0]"
C1Te1,aflow:6b9ad8a25de9312f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTe/201,225,cF8,"['C', 'Te']","[0, 0]"
C1Te1,aflow:c50bbf16ed97784c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTe/720.BA,225,cF8,"['C', 'Te']","[0, 0]"
C1Te1,aflow:c9f55caf944d41cb,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTe/720.AB,225,cF8,"['C', 'Te']","[0, 0]"
C1Th1,aflow:1ddcc76d17ed6d55,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618902,225,cF8,"['C', 'Th']","[0, 0]"
C1Th1,aflow:238f96022bf7e8d1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618913,225,cF8,"['C', 'Th']","[0, 0]"
C1Th1,aflow:3dc6b8a9609e0455,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618904,225,cF8,"['C', 'Th']","[0, 0]"
C1Th1,aflow:42b7acb6996d9760,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618899,225,cF8,"['C', 'Th']","[0, 0]"
C1Th1,aflow:4e03466d19a9aba3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_260883,225,cF8,"['C', 'Th']","[0, 0]"
C1Th1,aflow:7a3f49fc327e7694,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618905,225,cF8,"['C', 'Th']","[0, 0]"
C1Th1,aflow:a91b144af0ec8849,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618907,225,cF8,"['C', 'Th']","[0, 0]"
C1Th1,aflow:dd50930fc6a66192,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618908,225,cF8,"['C', 'Th']","[0, 0]"
C1Th1,aflow:e28ad0674b36165d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_43378,225,cF8,"['C', 'Th']","[0, 0]"
C1Th1,aflow:eda4a462306d26f8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618910,225,cF8,"['C', 'Th']","[0, 0]"
C1Ti1,aflow:041bfb79b9a2bac7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618935,225,cF8,"['C', 'Ti']","[0, 0]"
C3Ti3,aflow:07cac2b048f894da,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/136,225,cF8,"['C', 'Ti']","[0, 0, 0, 0, 0, 0]"
C1Ti1,aflow:0b13395577c87e3b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618934,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:0bc31ae48488ab25,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618940,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:0c7905bad7cc0ac5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_658339,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:0c755685b23efa1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618946,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:16b8970d5a033170,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/201,225,cF8,"['C', 'Ti']","[0, 0]"
C8Ti8,aflow:2246c9919e854e15,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/ICSD_618950.AB,225,cF8,"['C', 'Ti']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
C2Ti2,aflow:2982dddbcd2c49f7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/20,225,cF8,"['C', 'Ti']","[0, 0, 0, 0]"
C1Ti1,aflow:2a3e1a495e3c1d6b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_159871,225,cF8,"['C', 'Ti']","[0, 0]"
C2Ti2,aflow:32264dc2b6024293,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/74,225,cF8,"['C', 'Ti']","[0, 0, 0, 0]"
C1Ti1,aflow:45e3b1a9239738b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618930,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:4b6741aab78361e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618932,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:5925459c05d08c80,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_44494,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:5e033b31e3e984af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618928,225,cF8,"['C', 'Ti']","[0, 0]"
C2Ti2,aflow:66d67289b490dc0d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/119,225,cF8,"['C', 'Ti']","[0, 0, 0, 0]"
C1Ti1,aflow:692d595b81e51b22,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618933,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:6c5a5935e976be3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_181681,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:77fc54fae68cc777,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618926,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:77c0b4e861dd7054,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_658392,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:781a911dafe9a437,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/720.BA,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:79832470bf202467,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618931,225,cF8,"['C', 'Ti']","[0, 0]"
C4Ti4,aflow:7d10363a8ae5686b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/195,225,cF8,"['C', 'Ti']","[0, 0, 0, 0, 0, 0, 0, 0]"
C2Ti2,aflow:7da4b6fd20a0bf97,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/14,225,cF8,"['C', 'Ti']","[0, 0, 0, 0]"
C1Ti1,aflow:7e5acebb9aadd498,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/4,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:853b4eb6bf154140,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618929,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:8b39b4104ab90f8f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618944,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:909fda1367033e9d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618942,225,cF8,"['C', 'Ti']","[0, 0]"
C2Ti2,aflow:901ebbe43f826f44,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/197,225,cF8,"['C', 'Ti']","[0, 0, 0, 0]"
C1Ti1,aflow:9508a58c4b74bdba,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/720.AB,225,cF8,"['C', 'Ti']","[0, 0]"
C8Ti8,aflow:9ae6f8178d99d037,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618950,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:9c88630aefd2f245,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618922,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:a1b457b8db036e71,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618927,225,cF8,"['C', 'Ti']","[0, 0]"
C2Ti2,aflow:a88d6615efa509d6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/71,225,cF8,"['C', 'Ti']","[0, 0, 0, 0]"
C1Ti1,aflow:abc7ae3e2778df4d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618948,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:b0d41ed27a6ab1dc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618925,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:ba8d9b4b90e96c63,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/ICSD_1546.AB,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:bc6e15b70fe8eac2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_93504,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:bdbad8748004b207,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_26952,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:d08cda291fab8c33,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_1546,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:d6422c477caae2a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_180598,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:d9111f1acb7b9aa2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_181783,225,cF8,"['C', 'Ti']","[0, 0]"
C2Ti2,aflow:da72b3bb0563baf4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/77,225,cF8,"['C', 'Ti']","[0, 0, 0, 0]"
C1Ti1,aflow:dd9ba1426a59901e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_151365,225,cF8,"['C', 'Ti']","[0, 0]"
C2Ti2,aflow:e3f4b39b8bf25027,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/447,225,cF8,"['C', 'Ti']","[0, 0, 0, 0]"
C2Ti2,aflow:e44e74bc3018f887,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/448,225,cF8,"['C', 'Ti']","[0, 0, 0, 0]"
C1Ti1,aflow:e8bf76b97d8294b4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618951,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:efe5d613d005ba48,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618936,225,cF8,"['C', 'Ti']","[0, 0]"
C2Ti2,aflow:f658528958f9b1a3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/196,225,cF8,"['C', 'Ti']","[0, 0, 0, 0]"
C4Ti4,aflow:f614a00eb911e953,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/256,225,cF8,"['C', 'Ti']","[0, 0, 0, 0, 0, 0, 0, 0]"
C1Ti1,aflow:f8601d0bd9d1359d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618945,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:f8833ffc26dc175d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618947,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:f9bc3fcf4eb308a1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618941,225,cF8,"['C', 'Ti']","[0, 0]"
C1Ti1,aflow:fca1a49565d4c618,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_184912,225,cF8,"['C', 'Ti']","[0, 0]"
C1Tl1,aflow:08ab16fce5f5c852,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/4,225,cF8,"['C', 'Tl']","[0, 0]"
C2Tl2,aflow:1c15065436751a11,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/119,225,cF8,"['C', 'Tl']","[0, 0, 0, 0]"
C2Tl2,aflow:3b0798118253759c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/77,225,cF8,"['C', 'Tl']","[0, 0, 0, 0]"
C1Tl1,aflow:50a5847f088308f0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/201,225,cF8,"['C', 'Tl']","[0, 0]"
C2Tl2,aflow:7be4d975b7aaed35,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/20,225,cF8,"['C', 'Tl']","[0, 0, 0, 0]"
C1Tl1,aflow:87aa7a76ded20ac3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/720.AB,225,cF8,"['C', 'Tl']","[0, 0]"
C1Tl1,aflow:becbc8b7468a7e42,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Tl1_ICSD_618972,225,cF8,"['C', 'Tl']","[0, 0]"
C2Tl2,aflow:e28c39fb8b8b8bdc,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/448,225,cF8,"['C', 'Tl']","[0, 0, 0, 0]"
C1Tl1,aflow:e58dcd46603ab245,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/720.BA,225,cF8,"['C', 'Tl']","[0, 0]"
C1U1,aflow:05ba6e362bfbd4d3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619018,225,cF8,"['C', 'U']","[0, 0]"
C1U1,aflow:0f860c677c9278f3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_44357,225,cF8,"['C', 'U']","[0, 0]"
C1U1,aflow:16c200c3f5df40f1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_618997,225,cF8,"['C', 'U']","[-0.025, 0.198]"
